cell,formula,cached_value,ambiguity_flag,upstream_sheets,expected_value_status,safe_to_use_as_gtc_expected,notes
C18,=FLGT!X18,2.41240700754887,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D18,=FLGT!Y18,43.0122779333192,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
E18,=SUM(FLGT!AB18:AD18),2.09030372147724,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
F18,=FLGT!AE18+FLGT!AF18+FLGT!AG18+FLGT!AH18+FLGT!Z18,1.16090877781397,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
G18,=Cap_Allow!FP15,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
H18,=Cap_Allow!GX15+Cap_Allow!HC15,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
I18,=Cap_Allow!FI15,13.8962555428633,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J18,=CIT_NCF_Oil!Z18,0,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
K18,=F18+H18+I18+G18+J18,15.0571643206773,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
L18,"=IF(Ec_IO!$G$22='Fiscal Terms_PIA'!$T$59,'Fiscal Terms_PIA'!$T$60*(D18-E18),'Fiscal Terms_PIA'!$U$60*(D18-E18))",28.6453819482894,,Ec_IO | Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
M18,=D18-E18-L18,12.2765922635526,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
N18,"=IF(AND(G18=0,D18=0),0,IF(L18-K18+N17<0,L18-K18+N17,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
O18,"=IF(AND(G18=0,D18=0),0,IF(L18-K18+N17>0,L18-K18+N17,0))",13.5882176276121,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
P18,=O18+M18,25.8648098911647,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
Q18,=FLGT!D18,20.1257854746234,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
R18,"=IF(Q18=0,"""",IF(Q18<='Fiscal Terms_PIA'!$W$60,'Fiscal Terms_PIA'!$X$60,IF(AND(Q18>'Fiscal Terms_PIA'!$W$60,Q18<='Fiscal Terms_PIA'!$W$61),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+(Q18-'Fiscal Terms_PIA'!$W$60)*'Fiscal Terms_PIA'!$X$61)/Q18,IF(AND(Q18>'Fiscal Terms_PIA'!$W$61,Q18<='Fiscal Terms_PIA'!$W$62),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*(Q18-'Fiscal Terms_PIA'!$W$61))/Q18,IF(AND(Q18>'Fiscal Terms_PIA'!$W$62,Q18<='Fiscal Terms_PIA'!$W$63),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*(Q18-'Fiscal Terms_PIA'!$W$62))/Q18,IF(AND(Q18>'Fiscal Terms_PIA'!$W$63,Q18<='Fiscal Terms_PIA'!$W$64),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*('Fiscal Terms_PIA'!$W$63-'Fiscal Terms_PIA'!$W$62)+'Fiscal Terms_PIA'!$X$64*(Q18-'Fiscal Terms_PIA'!$W$63))/Q18,'Fiscal Terms_PIA'!$X$65))))))",0.05,,Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
S18,"=IF(Q18=0,"""",100%-R18)",0.95,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
T18,"=IFERROR(S18*P18,0)",24.5715693966065,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
U18,"=IF(Ec_IO!$G$24=""PSC/SC"",(P18-T18),0)",0,,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A19,=FLGT!A19,2038,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B19,=FLGT!W19,31.5998768572143,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C19,=FLGT!X19,1.87763563355659,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D19,=FLGT!Y19,33.4775124907709,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
E19,=SUM(FLGT!AB19:AD19),1.62693473369963,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
F19,=FLGT!AE19+FLGT!AF19+FLGT!AG19+FLGT!AH19+FLGT!Z19,1.09334972767299,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
G19,=Cap_Allow!FP16,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
H19,=Cap_Allow!GX16+Cap_Allow!HC16,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
I19,=Cap_Allow!FI16,12.9106299090721,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J19,=CIT_NCF_Oil!Z19,0,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
K19,=F19+H19+I19+G19+J19,14.0039796367451,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
L19,"=IF(Ec_IO!$G$22='Fiscal Terms_PIA'!$T$59,'Fiscal Terms_PIA'!$T$60*(D19-E19),'Fiscal Terms_PIA'!$U$60*(D19-E19))",22.2954044299499,,Ec_IO | Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
M19,=D19-E19-L19,9.55517332712137,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
N19,"=IF(AND(G19=0,D19=0),0,IF(L19-K19+N18<0,L19-K19+N18,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
O19,"=IF(AND(G19=0,D19=0),0,IF(L19-K19+N18>0,L19-K19+N18,0))",8.2914247932048,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
P19,=O19+M19,17.8465981203262,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
Q19,=FLGT!D19,20.7577830117677,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
R19,"=IF(Q19=0,"""",IF(Q19<='Fiscal Terms_PIA'!$W$60,'Fiscal Terms_PIA'!$X$60,IF(AND(Q19>'Fiscal Terms_PIA'!$W$60,Q19<='Fiscal Terms_PIA'!$W$61),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+(Q19-'Fiscal Terms_PIA'!$W$60)*'Fiscal Terms_PIA'!$X$61)/Q19,IF(AND(Q19>'Fiscal Terms_PIA'!$W$61,Q19<='Fiscal Terms_PIA'!$W$62),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*(Q19-'Fiscal Terms_PIA'!$W$61))/Q19,IF(AND(Q19>'Fiscal Terms_PIA'!$W$62,Q19<='Fiscal Terms_PIA'!$W$63),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*(Q19-'Fiscal Terms_PIA'!$W$62))/Q19,IF(AND(Q19>'Fiscal Terms_PIA'!$W$63,Q19<='Fiscal Terms_PIA'!$W$64),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*('Fiscal Terms_PIA'!$W$63-'Fiscal Terms_PIA'!$W$62)+'Fiscal Terms_PIA'!$X$64*(Q19-'Fiscal Terms_PIA'!$W$63))/Q19,'Fiscal Terms_PIA'!$X$65))))))",0.05,,Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
S19,"=IF(Q19=0,"""",100%-R19)",0.95,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
T19,"=IFERROR(S19*P19,0)",16.9542682143099,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
U19,"=IF(Ec_IO!$G$24=""PSC/SC"",(P19-T19),0)",0,,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A20,=FLGT!A20,2039,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B20,=FLGT!W20,24.5949603932678,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C20,=FLGT!X20,1.46140993678492,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D20,=FLGT!Y20,26.0563703300527,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
E20,=SUM(FLGT!AB20:AD20),1.26628326808301,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
F20,=FLGT!AE20+FLGT!AF20+FLGT!AG20+FLGT!AH20+FLGT!Z20,1.04076685939372,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
G20,=Cap_Allow!FP17,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
H20,=Cap_Allow!GX17+Cap_Allow!HC17,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
I20,=Cap_Allow!FI17,12.1434932668876,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J20,=CIT_NCF_Oil!Z20,0,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
K20,=F20+H20+I20+G20+J20,13.1842601262814,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
L20,"=IF(Ec_IO!$G$22='Fiscal Terms_PIA'!$T$59,'Fiscal Terms_PIA'!$T$60*(D20-E20),'Fiscal Terms_PIA'!$U$60*(D20-E20))",17.3530609433788,,Ec_IO | Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
M20,=D20-E20-L20,7.43702611859091,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
N20,"=IF(AND(G20=0,D20=0),0,IF(L20-K20+N19<0,L20-K20+N19,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
O20,"=IF(AND(G20=0,D20=0),0,IF(L20-K20+N19>0,L20-K20+N19,0))",4.16880081709741,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
P20,=O20+M20,11.6058269356883,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
Q20,=FLGT!D20,21.2496822196331,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
R20,"=IF(Q20=0,"""",IF(Q20<='Fiscal Terms_PIA'!$W$60,'Fiscal Terms_PIA'!$X$60,IF(AND(Q20>'Fiscal Terms_PIA'!$W$60,Q20<='Fiscal Terms_PIA'!$W$61),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+(Q20-'Fiscal Terms_PIA'!$W$60)*'Fiscal Terms_PIA'!$X$61)/Q20,IF(AND(Q20>'Fiscal Terms_PIA'!$W$61,Q20<='Fiscal Terms_PIA'!$W$62),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*(Q20-'Fiscal Terms_PIA'!$W$61))/Q20,IF(AND(Q20>'Fiscal Terms_PIA'!$W$62,Q20<='Fiscal Terms_PIA'!$W$63),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*(Q20-'Fiscal Terms_PIA'!$W$62))/Q20,IF(AND(Q20>'Fiscal Terms_PIA'!$W$63,Q20<='Fiscal Terms_PIA'!$W$64),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*('Fiscal Terms_PIA'!$W$63-'Fiscal Terms_PIA'!$W$62)+'Fiscal Terms_PIA'!$X$64*(Q20-'Fiscal Terms_PIA'!$W$63))/Q20,'Fiscal Terms_PIA'!$X$65))))))",0.05,,Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
S20,"=IF(Q20=0,"""",100%-R20)",0.95,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
T20,"=IFERROR(S20*P20,0)",11.0255355889039,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
U20,"=IF(Ec_IO!$G$24=""PSC/SC"",(P20-T20),0)",0,,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A21,=FLGT!A21,2040,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B21,=FLGT!W21,19.1428618370805,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C21,=FLGT!X21,1.13745125260978,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D21,=FLGT!Y21,20.2803130896903,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
E21,=SUM(FLGT!AB21:AD21),0.98557937316927,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
F21,=FLGT!AE21+FLGT!AF21+FLGT!AG21+FLGT!AH21+FLGT!Z21,0.999840321339897,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
G21,=Cap_Allow!FP18,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
H21,=Cap_Allow!GX18+Cap_Allow!HC18,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
I21,=Cap_Allow!FI18,11.5464119739445,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J21,=CIT_NCF_Oil!Z21,0,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
K21,=F21+H21+I21+G21+J21,12.5462522952844,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
L21,"=IF(Ec_IO!$G$22='Fiscal Terms_PIA'!$T$59,'Fiscal Terms_PIA'!$T$60*(D21-E21),'Fiscal Terms_PIA'!$U$60*(D21-E21))",13.5063136015647,,Ec_IO | Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
M21,=D21-E21-L21,5.78842011495631,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
N21,"=IF(AND(G21=0,D21=0),0,IF(L21-K21+N20<0,L21-K21+N20,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
O21,"=IF(AND(G21=0,D21=0),0,IF(L21-K21+N20>0,L21-K21+N20,0))",0.960061306280339,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
P21,=O21+M21,6.74848142123665,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
Q21,=FLGT!D21,21.6325394563747,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
R21,"=IF(Q21=0,"""",IF(Q21<='Fiscal Terms_PIA'!$W$60,'Fiscal Terms_PIA'!$X$60,IF(AND(Q21>'Fiscal Terms_PIA'!$W$60,Q21<='Fiscal Terms_PIA'!$W$61),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+(Q21-'Fiscal Terms_PIA'!$W$60)*'Fiscal Terms_PIA'!$X$61)/Q21,IF(AND(Q21>'Fiscal Terms_PIA'!$W$61,Q21<='Fiscal Terms_PIA'!$W$62),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*(Q21-'Fiscal Terms_PIA'!$W$61))/Q21,IF(AND(Q21>'Fiscal Terms_PIA'!$W$62,Q21<='Fiscal Terms_PIA'!$W$63),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*(Q21-'Fiscal Terms_PIA'!$W$62))/Q21,IF(AND(Q21>'Fiscal Terms_PIA'!$W$63,Q21<='Fiscal Terms_PIA'!$W$64),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*('Fiscal Terms_PIA'!$W$63-'Fiscal Terms_PIA'!$W$62)+'Fiscal Terms_PIA'!$X$64*(Q21-'Fiscal Terms_PIA'!$W$63))/Q21,'Fiscal Terms_PIA'!$X$65))))))",0.05,,Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
S21,"=IF(Q21=0,"""",100%-R21)",0.95,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
T21,"=IFERROR(S21*P21,0)",6.41105735017481,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
U21,"=IF(Ec_IO!$G$24=""PSC/SC"",(P21-T21),0)",0,,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A22,=FLGT!A22,2041,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B22,=FLGT!W22,18.2625,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C22,=FLGT!X22,0.183666649459351,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D22,=FLGT!Y22,18.4461666494594,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
E22,=SUM(FLGT!AB22:AD22),0.917716666236484,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
F22,=FLGT!AE22+FLGT!AF22+FLGT!AG22+FLGT!AH22+FLGT!Z22,0.979035523333267,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
G22,=Cap_Allow!FP19,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
H22,=Cap_Allow!GX19+Cap_Allow!HC19,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
I22,=Cap_Allow!FI19,11.45,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J22,=CIT_NCF_Oil!Z22,0,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
K22,=F22+H22+I22+G22+J22,12.4290355233333,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
L22,"=IF(Ec_IO!$G$22='Fiscal Terms_PIA'!$T$59,'Fiscal Terms_PIA'!$T$60*(D22-E22),'Fiscal Terms_PIA'!$U$60*(D22-E22))",12.269914988256,,Ec_IO | Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
M22,=D22-E22-L22,5.25853499496686,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
N22,"=IF(AND(G22=0,D22=0),0,IF(L22-K22+N21<0,L22-K22+N21,0))",-0.159120535077262,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
O22,"=IF(AND(G22=0,D22=0),0,IF(L22-K22+N21>0,L22-K22+N21,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
P22,=O22+M22,5.25853499496686,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
Q22,=FLGT!D22,21.9977894563747,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
R22,"=IF(Q22=0,"""",IF(Q22<='Fiscal Terms_PIA'!$W$60,'Fiscal Terms_PIA'!$X$60,IF(AND(Q22>'Fiscal Terms_PIA'!$W$60,Q22<='Fiscal Terms_PIA'!$W$61),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+(Q22-'Fiscal Terms_PIA'!$W$60)*'Fiscal Terms_PIA'!$X$61)/Q22,IF(AND(Q22>'Fiscal Terms_PIA'!$W$61,Q22<='Fiscal Terms_PIA'!$W$62),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*(Q22-'Fiscal Terms_PIA'!$W$61))/Q22,IF(AND(Q22>'Fiscal Terms_PIA'!$W$62,Q22<='Fiscal Terms_PIA'!$W$63),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*(Q22-'Fiscal Terms_PIA'!$W$62))/Q22,IF(AND(Q22>'Fiscal Terms_PIA'!$W$63,Q22<='Fiscal Terms_PIA'!$W$64),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*('Fiscal Terms_PIA'!$W$63-'Fiscal Terms_PIA'!$W$62)+'Fiscal Terms_PIA'!$X$64*(Q22-'Fiscal Terms_PIA'!$W$63))/Q22,'Fiscal Terms_PIA'!$X$65))))))",0.05,,Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
S22,"=IF(Q22=0,"""",100%-R22)",0.95,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
T22,"=IFERROR(S22*P22,0)",4.99560824521852,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
U22,"=IF(Ec_IO!$G$24=""PSC/SC"",(P22-T22),0)",0,,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A23,=FLGT!A23,2042,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B23,=FLGT!W23,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C23,=FLGT!X23,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D23,=FLGT!Y23,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
E23,=SUM(FLGT!AB23:AD23),0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
F23,=FLGT!AE23+FLGT!AF23+FLGT!AG23+FLGT!AH23+FLGT!Z23,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
G23,=Cap_Allow!FP20,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
